,축제명,주소,연락처,시작일,종료일,위도,경도
1307,해남 초의문화제 2019,전라남도 해남군 해남읍 군청길 4,061-535-0986,2019-10-18,2019-10-19,34.5735424396,126.5992608873
1308,해미읍성 전통문화공연 2019,충청남도 서산시 해미면 남문2로 143,서산문화원 041-669-5050,2019-10-11,2019-10-13,36.7129065846,126.5488334661
1309,해운대 북극곰 축제 (Haeundae Polar Festival) 2020,부산광역시 해운대구 달맞이길62번길 47,070-5154-9944~5,2020-01-04,2020-01-05,35.1581299963,129.1593385668
1310,해운대 빛축제 2020,"부산광역시 해운대구 해운대해수욕장, 해운대광장(구남로) 일원",051-749-4061~4,2019-11-16,2020-01-31,35.1600603681,129.1610994719
1311,해운대 해양레저축제 2020,부산 해운대구 송정동 712-2,051-749-5602,2020-09-05,2020-09-06,35.1794839034,129.1993594998
1312,해인사 고려팔만대장경의 날 기념법회 2019,경상남도 합천군 가야면 해인사길 122,055-934-3000,2019-04-12,2019-04-13,35.8015242364,128.0987889311
1313,해인연등축제 2019,경기도 양평군 개군면 대가울길 31-10,031-773-2955,2019-04-27,2019-05-12,37.4551160902,127.5314656136
1314,행복바라미 봉선사 연꽃축제 2019,경기도 남양주시 진접읍 봉선사길 32,031-527-1951,2019-07-19,2019-07-19,37.7463953637,127.1835027466
1315,허브아일랜드 라벤더축제 2020,경기도 포천시 신북면 청신로947번길 35,031-535-6494,2020-05-30,2020-07-31,37.9659160606,127.1316789055
1316,허브아일랜드 불빛동화축제 2020,경기도 포천시 신북면 청신로947번길 35,031-535-6494,2020-01-01,2020-12-31,37.9659160606,127.1316789055
1317,허브아일랜드 허브향기샤워축제 2019,경기도 포천시 신북면 청신로947번길 35,031-535-6494,2019-06-01,2019-10-31,37.9659160606,127.1316789055
1318,허심청브로이 옥토버페스트 2019,부산광역시 동래구 금강공원로20번길 23,051-550-2400,2019-10-10,2019-10-12,35.2202466108,129.0822269020
1319,허준축제 2019,서울특별시 강서구 허준로5길 42,02-2600-6455,2019-10-11,2019-10-13,37.5675907800,126.8537379224
1320,헬로메이커 코리아 2019,부산광역시 기장군 기장읍 동부산관광6로 59,070-7327-0611,2019-11-02,2019-11-03,35.2046063384,129.2127048692
1321,호미곶한민족해맞이축전 2019,경상북도 포항시 남구 호미곶면 해맞이로 136,포항문화재단 축제운영팀 054-289-7852~7858,2019-12-31,2020-01-01,36.0761066323,129.5665381255
1322,혼인지축제 2019,제주특별자치도 서귀포시 성산읍 온평리 1693,064-782-2766,2019-10-19,2019-10-20,33.4149428933,126.8939651592
1323,홈라이프스타일쇼 (HOME LIFESTYLE SHOW) 2020,광주광역시 서구 상무누리로 30,062-611-3501~3,2020-09-03,2020-09-06,35.1467180358,126.8405588979
1324,홍가시나무 천국 페스티벌 2019,충청남도 태안군 남면 연꽃길 70,041-675-0656,2019-04-20,2019-05-31,36.6865664156,126.2973902397
1325,홍성 남당항 새조개축제 2020,충청남도 홍성군 서부면 남당항로 213,010-4241-1399,2020-01-18,2020-02-29,36.5394807577,126.4703451469
1326,홍천 레포츠 여름 축제 2019,강원도 홍천군 두촌면 가리산길 426,070-8831-8138,2019-07-26,2019-08-18,37.8656351474,127.9811377425
1327,홍천강 꽁꽁축제 2020,강원도 홍천군 홍천읍 너브내길 59-1,033-436-8738~8740,2020-01-10,2020-01-26,37.6882122918,127.8857961245
1328,홍천인삼·명품축제 2019,강원도 홍천군 홍천읍 산림공원1길 29,033)439-5853,2019-10-03,2019-10-06,37.6904094123,127.8939814286
1329,화성송산포도 드라이브스루 바람마켓 2020,화성시 서신면 궁평리 699,031-5189-3888,2020-09-12,2020-09-20,37.1164540626,126.6876044487
1330,화성행궁 상설한마당 2019,경기도 수원시 팔달구 행궁로 18,수원문화재단 031-290-3635,2019-04-06,2019-10-27,37.2808908120,127.0146535480
1331,화성행궁 야간개장 2020,경기도 수원시 팔달구 정조로 825,031-290-3632~7,2020-07-01,2020-10-30,37.2819295766,127.0144035414
1332,화순 국화향연 2019,전라남도 화순군 화순읍 진각로 85,061-379-3575,2019-10-25,2019-11-10,35.0585859834,126.9854760750
1333,화엄음악제 2019,전라남도 구례군 마산면 화엄사로 539,061-783-7600,2019-09-27,2019-09-29,35.2566168665,127.4972814541
1334,화천 어린이큰잔치 체험한마당 2019,강원도 화천군 화천읍 강변로 2-54,033-442-7953,2019-05-04,2019-05-04,38.0972527946,127.6942458197
1335,화천DMZ랠리 2020,강원도 화천군 하남면 춘화로 3331-50,031-821-9940,2020-10-25,2020-10-25,38.0964446690,127.7003064015
1336,황산 연호보리 축제 2020,전라남도 해남군 황산면 원금길 162-51,축제팀 061-530-5159 / (주)연호061-535-8883,2020-05-30,2020-05-30,34.5987433959,126.4913336728
1337,황순원문학제 2020,경기도 양평군 서종면 소나기마을길 24,031-773-2299,2020-09-11,2020-09-13,37.5945387829,127.3781032925
1338,황토현동학농민혁명기념제 2020,전라북도 정읍시 덕천면 하학리 산3,063-538-1894,2020-05-09,2020-05-09,35.6333015501,126.8257145875
1339,회남재 숲길 걷기 2019,경상남도 하동군 청암면 삼성궁길 2,055-880-2052~4,2019-10-26,2019-10-26,35.2387419579,127.7054469178
1340,회령포 문화축제 2019,전남 장흥군 회진면 회진리 1755 회령진성,061-860-0380,2019-10-04,2019-10-06,34.4836497745,126.9374166914
1341,횡성 사탕축제 2019,강원도 횡성군 횡성읍 문예로 75,033-340-2322,2019-05-04,2019-05-04,37.4914506066,127.9729912575
1342,횡성더덕축제 2019,횡성군 청일면 유동3리 1149번지,"033-340-2706, 2990",2019-08-30,2019-09-01,37.5787408895,128.1416012140
1343,효창원독립평화축제 2019,서울특별시 용산구 효창원로 177-18,02-911-1176,2019-10-04,2019-10-05,37.5449925704,126.9622869965
1344,후용페스티벌 2019,강원도 원주시 문막읍 비야동길 11,033-732-0827,2019-10-01,2019-10-05,37.2739697999,127.8022713500
1345,휴애리 동백축제 2019,제주특별자치도 서귀포시 남원읍 신례동로 256,064-732-2114,2019-11-15,2020-02-02,33.3085171454,126.6344317363
1346,휴애리 매화축제 2020,제주특별자치도 서귀포시 남원읍 신례동로 256,064-732-2114,2020-02-07,2020-03-08,33.3085171454,126.6344317363
1347,휴애리 유럽 수국축제 2020,제주특별자치도 서귀포시 남원읍 신례동로 256,064-732-2114,2020-07-20,2020-09-13,33.3085171454,126.6344317363
1348,휴애리 핑크뮬리 축제 2019,제주특별자치도 서귀포시 남원읍 신례동로 256,064-732-2114,2019-09-11,2019-11-20,33.3085171454,126.6344317363
1349,희망나눔 페스티벌(생명 ·안전 캠페인) 2019,경기도 수원시 팔달구 동수원로 335 수원제1야외음악당,031-230-1694,2019-09-21,2019-09-21,37.2593603612,127.0364271741
1350,희망나눔 1m1원 자선걷기 2019,경기도 수원시 영통구 광교호수로 57,031-230-1694,2019-04-06,2019-04-06,37.2749757348,127.0652491222
1351,힘내라 대한민국! 공연여행 2020,강원도 춘천시 남산면 남이섬길 1,070-4367-0559,2020-08-01,2020-08-30,37.7901798790,127.5261480243
1352,1890 남산골야시장 2019,서울특별시 중구 퇴계로34길 28,02-2266-6924,2019-10-05,2019-10-26,37.5584387906,126.9935365470
1353,2564부산연등축제 2020,부산광역시 부산진구 중앙대로 818,051-867-0501,2020-04-28,2020-05-27,35.1653967144,129.0559195851
1354,"9일간의 빛나는 크리스마스 마켓 : ""가치삽시다"" 프로젝트 2019",서울특별시 서대문구 연세로5길 11,02-6678-9775,2019-12-21,2019-12-29,37.5570295975,126.9364417897
1355,ACC광주프린지인터내셔널 2019,광주광역시 동구 문화전당로 38,062-670-5751,2019-10-19,2019-10-20,35.1466138313,126.9199407704
1356,ACC 월드뮤직 페스티벌 2020,광주광역시 동구 문화전당로 38,1899-5566,2020-08-28,2020-08-29,35.1466138313,126.9199407704
1357,ASCOM BLUES FESTIVAL(애스컴블루스페스티벌) 2019,인천 부평구 부평동 299  부평공원,010-5798-6577,2019-09-27,2019-09-27,37.4896307043,126.7146833462
1358,CJHello 기장임랑전국어린이동요대회 2019,부산광역시 기장군 장안읍 임랑해안길 51,"070-8130-3177, 051-760-1123",2019-08-17,2019-08-18,35.3190305851,129.2640750082
1359,DGIST 세계명문대학 조정축제 2019,대구광역시 달성군 현풍면 테크노중앙대로 333,053-785-1183,2019-08-21,2019-08-25,35.7043028502,128.4567461343
1360,DIY 핸드메이드 박람회 2019,경상남도 창원시 의창구 원이대로 362,070-7443-9551,2019-07-18,2019-07-21,35.2386228554,128.6569829325
1361,DMC 맥주 페스티벌 - 봉춘가맥 잔칫날!! 2019,서울시 마포구 상암동 1604,02-789-0011,2019-09-04,2019-09-07,37.5803149812,126.8918229784
1362,DMZ국제다큐멘터리영화제 2019,경기도 고양시 일산서구 킨텍스로 217-60,대표번호 : 1899-8318,2019-09-20,2019-09-27,37.6691714862,126.7461032221
1363,DMZ펀치볼시래기축제 2020,강원도 양구군 해안면 해안서화로 17,033-480-2229,2020-10-24,2020-10-25,38.2911553324,128.1429989616
1364,DMZ 평화대축제 2019,경기도 파주시 문산읍 마정리 1175-1,02-7819-888,2019-06-29,2019-06-29,37.8960894865,126.7469578260
1365,DMZ 평화이음 토요콘서트 2020,강원도 철원군 동송읍 금학로210번길 12-3,강원도 평화지역문화과 033-249-3948,2020-05-23,2019-09-26,38.2104112964,127.2179416126
1366,DMZ POP 콘서트 2020,강원도 인제군 인제읍 비봉로44번길 113,강원도 평화지역문화과 033-249-3938,2020-05-23,2020-09-26,38.0609408583,128.1619098505
1367,DSI 국제드론스포츠챔피언십 2019,강원도 영월군 영월읍 제방안길 100,02-2031-2925,2019-10-12,2019-10-13,37.1742741201,128.4591485012
1368,EBS 국제다큐영화제 2019,경기도 고양시 일산동구 한류월드로 281,02-526-3930,2019-08-17,2019-08-25,37.6617058398,126.7545998786
1369,"FCI 아시아, 아프리카 & 오세아니아 섹션쇼 KKF 펫 페스티벌 2019",경기도 고양시 일산서구 킨텍스로 217-60,02-2278-0661~2,2019-06-15,2019-06-16,37.6717044815,126.7437033703
1370,Good Day Festival 2019,서울특별시 영등포구 여의동로 330,김용식 010-4789-9309,2019-07-26,2019-07-27,37.5263886632,126.9336123570
1371,Hello! 과학마을축제 2019,대전광역시 유성구 신성동 8,"042-861-5005, 042-861-3502",2019-10-05,2019-10-05,36.3842168221,127.3572695931
1372,K-일러스트레이션페어 서울 2020,서울특별시 강남구 영동대로 513,02-761-2515,2020-08-21,2020-08-23,37.5117148467,127.0594429796
1373,K-핸드메이드 & 일러스트레이션페어 부산 2020,부산광역시 해운대구 APEC로 55,02-761-2512,2020-07-10,2020-07-12,35.1690700054,129.1359569660
1374,K-핸드메이드페어 2020,서울특별시 강남구 영동대로 513 COEX D홀,02-761-2512,2020-11-19,2020-11-22,37.5118092746,127.0591318945
1375,K-Festival (한국축제&여행박람회) 2020,서울특별시 강남구 남부순환로 3104,02-6111-8814,2020-07-22,2020-07-24,37.4957363721,127.0719811806
1376,K-POP 뮤직페스티벌 2019,서울특별시 강남구 영동대로 513,02-3423-5535,2019-05-31,2019-06-01,37.5144561562,127.0573014305
1377,KB RAPBEAT FESTIVAL(KB 랩비트 페스티벌) 2020,경기도 과천시 광명로 181,02-6012-7135,2020-09-19,2020-09-20,37.4338981534,127.0190599639
1378,"KCDF갤러리 '공예실천, the praxis' 2019",서울특별시 종로구 인사동11길 8,02-732-9382,2019-05-15,2019-06-08,37.5767947838,126.9820120771
1379,KOREA심청,서울특별시 중구 퇴계로36길 10,02-2266-9101,2019-01-01,2019-12-31,37.5601886048,126.9945252956
1380,KOREA 월드베버리지 챔피언십 2019,서울특별시 서초구 강남대로 27,"02-802-7666, 7669",2019-11-01,2019-11-03,37.4672779825,127.0396460387
1381,KOREA 월드푸드 챔피언십 2019,서울특별시 서초구 강남대로 27,"02-802-7666, 7669",2019-11-01,2019-11-03,37.4672779825,127.0396460387
1382,KYMF 대한민국청소년미디어대전 2020,서울특별시 중구 세종대로 110,02-795-8000,2020-11-14,2020-11-16,37.5665986816,126.9783710306
1383,LG드림페스티벌 2019,경상북도 구미시 낙동제방길 200,02-532-9049,2019-09-28,2019-09-28,36.1311806135,128.3680615834
1384,LG 행복나눔 페스티벌 2019,경기도 파주시 중앙로 160,-,2019-05-11,2019-05-11,37.7588783843,126.7843832974
1385,Let’s Get it :  래(來) 추(揫) 기(技) 리(利) 2019,서울특별시 중구 을지로 281,02-6206-7734,2019-12-07,2019-12-08,37.5675991318,127.0099486810
1386,Lifeplus 벚꽃피크닉 2019,서울 영등포구 여의도동 86-7,070-5055-3854,2019-04-13,2019-04-14,37.5211894145,126.9418534193
1387,LiveWALK 서울 밤길걷기 2020,온라인개최,070-7727-1755,2020-09-12,2020-09-12,37.5263886632,126.9336123570
1388,MAMF(맘프) 2019,경남 창원시 의창구 원이대로 480,055-277-8779,2019-10-25,2019-10-27,35.2302410123,128.6871610786
1389,MIMAF 목포세계마당페스티벌 2020,전라남도 목포시 노적봉길 22-1,061-243-9786,2020-09-04,2020-09-06,34.7900701064,126.3830691873
1390,NDA International Festival 2019,서울특별시 마포구 백범로 35,010-3648-5176,2019-08-11,2019-08-15,37.5516997442,126.9410415214
1391,"NextRise, Seoul 2019",서울특별시 강남구 영동대로 513,02-2157-2392,2019-07-23,2019-07-24,37.5117148467,127.0594429796
1392,PORT BEER FESTA (포트비어페스타) 2019,부산광역시 영도구 해양로 125,070-4035-0634,2019-10-04,2019-10-12,35.0941049212,129.0681565802
1393,PRECTXE : Digital Art Festival 2019,경기도 부천시 삼작로 53,070-4238-2432,2019-11-02,2019-11-03,37.5219528871,126.7676748319
1394,SBS와 함께하는 2019 K-POP 1박2일 CONCERT 2019,전라북도 정읍시 서부산업도로 138-5,063-539-6882,2019-10-12,2019-10-13,35.5621681413,126.8362071366
1395,SLOW LIFE SLOW LIVE 2019,서울특별시 송파구 올림픽로 424,02-563-0595,2019-10-05,2019-10-06,37.5209871362,127.1229758237
1396,SW교육 체험주간 2019,"온라인(SW교육체험주간포털,SW중심사회포털), 오프라인(여수세계박람회장, 밀레니엄힐튼서울 등)",02-559-3841,2019-10-07,2019-10-13,34.7566356248,127.7405201360
1397,SW교육 페스티벌 2019,전라남도 여수시 박람회길 1,02-559-3841,2019-10-11,2019-10-12,34.7522251119,127.7465197232
1398,[명예대표축제]김제 지평선축제 2020,전라북도 김제시 부량면,063-540-3035~3038,2020-10-07,2020-10-11,35.7539938456,126.8529146250
1399,[명예대표축제]보령머드축제 2020,충청남도 보령시 머드로 123,041-930-0891,2020-07-17,2020-07-26,36.3155293984,126.5108362552
1400,[명예대표축제]안동국제탈춤페스티벌 2020,경상북도 안동시 육사로 239,054-841-6397~8,2020-09-25,2020-10-04,36.5605495777,128.7308755359
1401,[명예대표축제]얼음나라 화천산천어축제 2020,강원도 화천군 화천읍 산천어길 137,1688-3005,2020-01-27,2020-02-16,38.1126818434,127.7099022603
1402,[명예대표축제]진주 남강유등축제 2020,경상남도 진주시 남강로 626,055-755-9111,2020-10-01,2020-10-11,35.1897457534,128.0802763856
1403,[문화관광축제]광안리어방축제 2020,부산광역시 수영구 광안해변로 219,051-610-4062,2020-10-23,2020-10-25,35.1516077265,129.1173479525
1404,[문화관광축제] 강릉커피축제 2020,강원도 강릉시 수리골길 102,033-647-6802,2020-10-08,2020-10-11,37.7798487635,128.8968825061
1405,[문화관광축제] 봉화은어축제 2020,경상북도 봉화군 봉화읍,054-679-6341~3,2020-08-01,2020-08-09,36.8880621974,128.7343545531
1406,[문화관광축제] 산청한방약초축제 2020,경상남도 산청군 금서면 친환경로2605번길 22,055-970-6601~5,2020-09-25,2020-10-11,35.4196966993,127.8718053038
1407,[문화관광축제] 수원화성문화제 2020,경기도 수원시 팔달구 정조로 825,031-228-1010~4,2020-10-09,2020-10-11,37.2816684780,127.0134508573
1408,[문화관광축제] 순창장류축제 2020,전라북도 순창군 순창읍 민속마을길 6-3,"063-652-9301, 063-650-1611",2020-10-16,2020-10-18,35.3753190513,127.1133178783
1409,[문화관광축제] 안성맞춤 남사당 바우덕이축제 2020,경기도 안성시 보개면 남사당로 198,031-678-2511~5,2020-09-23,2020-09-27,37.0337719111,127.3111058455
1410,[문화관광축제] 여주오곡나루축제 2020,경기도 여주시 신륵사길 13,031-881-9692~5,2020-10-15,2020-10-18,37.2995419274,127.6557838412
1411,[문화관광축제] 연천 구석기축제 2020,경기도 연천군 전곡읍 양연로 1510,031-839-2561~4,2020-10-09,2020-10-11,38.0122815870,127.0611506837
